cycle,length,position,class_name
301,19,8,Riveros1993
301,19,9,MassAbsorptionCoefficient
301,19,10,XRayTransition
301,19,11,AtomicShell
301,19,12,AlgorithmUser
301,19,13,CorrectionAlgorithm
301,19,14,XPP1991
301,19,15,PAP1991
301,19,16,SpectrumProperties
301,19,17,QuantifyUsingSTEMinSEM
301,19,18,FilterFit
302,19,0,FilteredSpectrum
302,19,1,DerivedSpectrum
302,19,2,BaseSpectrum
302,19,3,SpectrumUtils
302,19,4,EDSDetector
302,19,5,Element
302,19,6,BetheElectronEnergyLoss
302,19,7,LitReference
302,19,8,Riveros1993
302,19,9,MassAbsorptionCoefficient
302,19,10,XRayTransition
302,19,11,AtomicShell
302,19,12,AlgorithmUser
302,19,13,CorrectionAlgorithm
302,19,14,XPP1989Ext
302,19,15,XPP1991
302,19,16,SpectrumProperties
302,19,17,QuantifyUsingSTEMinSEM
302,19,18,FilterFit
303,20,0,FilteredSpectrum
303,20,1,DerivedSpectrum
303,20,2,BaseSpectrum
303,20,3,SpectrumUtils
303,20,4,EDSDetector
303,20,5,Element
303,20,6,BetheElectronEnergyLoss
303,20,7,LitReference
303,20,8,Riveros1993
303,20,9,MassAbsorptionCoefficient
303,20,10,XRayTransition
303,20,11,AtomicShell
303,20,12,AlgorithmUser
303,20,13,CorrectionAlgorithm
303,20,14,XPP1989Ext
303,20,15,XPP1991
303,20,16,PAP1991
303,20,17,SpectrumProperties
303,20,18,QuantifyUsingSTEMinSEM
303,20,19,FilterFit
304,19,0,FilteredSpectrum
304,19,1,DerivedSpectrum
304,19,2,BaseSpectrum
304,19,3,SpectrumUtils
304,19,4,EDSDetector
304,19,5,Element
304,19,6,BetheElectronEnergyLoss
304,19,7,LitReference
304,19,8,Riveros1993
304,19,9,MassAbsorptionCoefficient
304,19,10,XRayTransition
304,19,11,AtomicShell
304,19,12,AlgorithmUser
304,19,13,CorrectionAlgorithm
304,19,14,XPP1989Ext
304,19,15,PAP1991
304,19,16,SpectrumProperties
304,19,17,QuantifyUsingSTEMinSEM
304,19,18,FilterFit
305,18,0,FilteredSpectrum
305,18,1,DerivedSpectrum
305,18,2,BaseSpectrum
305,18,3,SpectrumUtils
305,18,4,EDSDetector
305,18,5,Element
305,18,6,BetheElectronEnergyLoss
305,18,7,LitReference
305,18,8,Riveros1993
305,18,9,MassAbsorptionCoefficient
305,18,10,XRayTransition
305,18,11,AtomicShell
305,18,12,AlgorithmUser
305,18,13,CorrectionAlgorithm
305,18,14,XPP1989Ext
305,18,15,SpectrumProperties
305,18,16,QuantifyUsingSTEMinSEM
305,18,17,FilterFit
306,19,0,FilteredSpectrum
306,19,1,DerivedSpectrum
306,19,2,BaseSpectrum
306,19,3,SpectrumUtils
306,19,4,EDSDetector
306,19,5,Element
306,19,6,BetheElectronEnergyLoss
306,19,7,LitReference
306,19,8,Riveros1993
306,19,9,MassAbsorptionCoefficient
306,19,10,XRayTransition
306,19,11,AtomicShell
306,19,12,AlgorithmUser
306,19,13,CorrectionAlgorithm
306,19,14,Armstrong1982Correction
306,19,15,Armstrong1982Base
306,19,16,SpectrumProperties
306,19,17,QuantifyUsingSTEMinSEM
306,19,18,FilterFit
307,19,0,FilteredSpectrum
307,19,1,DerivedSpectrum
307,19,2,BaseSpectrum
307,19,3,SpectrumUtils
307,19,4,EDSDetector
307,19,5,Element
307,19,6,BetheElectronEnergyLoss
307,19,7,LitReference
307,19,8,Riveros1993
307,19,9,MassAbsorptionCoefficient
307,19,10,XRayTransition
307,19,11,AtomicShell
307,19,12,AlgorithmUser
307,19,13,CorrectionAlgorithm
307,19,14,Armstrong1982ParticleCorrection
307,19,15,Armstrong1982Base
307,19,16,SpectrumProperties
307,19,17,QuantifyUsingSTEMinSEM
307,19,18,FilterFit
308,20,0,FilteredSpectrum
308,20,1,DerivedSpectrum
308,20,2,BaseSpectrum
308,20,3,SpectrumUtils
308,20,4,EDSDetector
308,20,5,Element
308,20,6,BetheElectronEnergyLoss
308,20,7,LitReference
308,20,8,Riveros1993
308,20,9,MassAbsorptionCoefficient
308,20,10,XRayTransition
308,20,11,AtomicShell
308,20,12,AlgorithmUser
308,20,13,CorrectionAlgorithm
308,20,14,Armstrong1982ParticleCorrection
308,20,15,Armstrong1982Correction
308,20,16,Armstrong1982Base
308,20,17,SpectrumProperties
308,20,18,QuantifyUsingSTEMinSEM
308,20,19,FilterFit
309,18,0,FilteredSpectrum
309,18,1,DerivedSpectrum
309,18,2,BaseSpectrum
309,18,3,SpectrumUtils
309,18,4,EDSDetector
309,18,5,Element
309,18,6,BetheElectronEnergyLoss
309,18,7,LitReference
309,18,8,Riveros1993
309,18,9,MassAbsorptionCoefficient
309,18,10,XRayTransition
309,18,11,AtomicShell
309,18,12,AlgorithmUser
309,18,13,CorrectionAlgorithm
309,18,14,Armstrong1982ParticleCorrection
309,18,15,SpectrumProperties
309,18,16,QuantifyUsingSTEMinSEM
309,18,17,FilterFit
310,16,0,FilteredSpectrum
310,16,1,DerivedSpectrum
310,16,2,BaseSpectrum
310,16,3,SpectrumUtils
310,16,4,EDSDetector
310,16,5,Element
310,16,6,BetheElectronEnergyLoss
310,16,7,LitReference
310,16,8,Riveros1993
310,16,9,MassAbsorptionCoefficient
310,16,10,XRayTransition
310,16,11,AlgorithmUser
310,16,12,CorrectionAlgorithm
310,16,13,SpectrumProperties
310,16,14,QuantifyUsingSTEMinSEM
310,16,15,FilterFit
311,17,0,FilteredSpectrum
311,17,1,DerivedSpectrum
311,17,2,BaseSpectrum
311,17,3,SpectrumUtils
311,17,4,EDSDetector
311,17,5,Element
311,17,6,BetheElectronEnergyLoss
311,17,7,LitReference
311,17,8,Riveros1993
311,17,9,MassAbsorptionCoefficient
311,17,10,XRayTransition
311,17,11,AlgorithmUser
311,17,12,CorrectionAlgorithm
311,17,13,Fluorescence
311,17,14,SpectrumProperties
311,17,15,QuantifyUsingSTEMinSEM
311,17,16,FilterFit
312,17,0,FilteredSpectrum
312,17,1,DerivedSpectrum
312,17,2,BaseSpectrum
312,17,3,SpectrumUtils
312,17,4,EDSDetector
312,17,5,Element
312,17,6,BetheElectronEnergyLoss
312,17,7,LitReference
312,17,8,Riveros1993
312,17,9,MassAbsorptionCoefficient
312,17,10,XRayTransition
312,17,11,AlgorithmUser
312,17,12,CorrectionAlgorithm
312,17,13,PAP1991
312,17,14,SpectrumProperties
312,17,15,QuantifyUsingSTEMinSEM
312,17,16,FilterFit
313,17,0,FilteredSpectrum
313,17,1,DerivedSpectrum
313,17,2,BaseSpectrum
313,17,3,SpectrumUtils
313,17,4,EDSDetector
313,17,5,Element
313,17,6,BetheElectronEnergyLoss
313,17,7,LitReference
313,17,8,Riveros1993
313,17,9,MassAbsorptionCoefficient
313,17,10,XRayTransition
313,17,11,AlgorithmUser
313,17,12,CorrectionAlgorithm
313,17,13,XPP1991
313,17,14,SpectrumProperties
313,17,15,QuantifyUsingSTEMinSEM
313,17,16,FilterFit
314,18,0,FilteredSpectrum
314,18,1,DerivedSpectrum
314,18,2,BaseSpectrum
314,18,3,SpectrumUtils
314,18,4,EDSDetector
314,18,5,Element
314,18,6,BetheElectronEnergyLoss
314,18,7,LitReference
314,18,8,Riveros1993
314,18,9,MassAbsorptionCoefficient
314,18,10,XRayTransition
314,18,11,AlgorithmUser
314,18,12,CorrectionAlgorithm
314,18,13,XPP1991
314,18,14,PAP1991
314,18,15,SpectrumProperties
314,18,16,QuantifyUsingSTEMinSEM
314,18,17,FilterFit
315,18,0,FilteredSpectrum
315,18,1,DerivedSpectrum
315,18,2,BaseSpectrum
315,18,3,SpectrumUtils
315,18,4,EDSDetector
315,18,5,Element
315,18,6,BetheElectronEnergyLoss
315,18,7,LitReference
315,18,8,Riveros1993
315,18,9,MassAbsorptionCoefficient
315,18,10,XRayTransition
315,18,11,AlgorithmUser
315,18,12,CorrectionAlgorithm
315,18,13,XPP1989Ext
315,18,14,XPP1991
315,18,15,SpectrumProperties
315,18,16,QuantifyUsingSTEMinSEM
315,18,17,FilterFit
316,19,0,FilteredSpectrum
316,19,1,DerivedSpectrum
316,19,2,BaseSpectrum
316,19,3,SpectrumUtils
316,19,4,EDSDetector
316,19,5,Element
316,19,6,BetheElectronEnergyLoss
316,19,7,LitReference
316,19,8,Riveros1993
316,19,9,MassAbsorptionCoefficient
316,19,10,XRayTransition
316,19,11,AlgorithmUser
316,19,12,CorrectionAlgorithm
316,19,13,XPP1989Ext
316,19,14,XPP1991
316,19,15,PAP1991
316,19,16,SpectrumProperties
316,19,17,QuantifyUsingSTEMinSEM
316,19,18,FilterFit
317,18,0,FilteredSpectrum
317,18,1,DerivedSpectrum
317,18,2,BaseSpectrum
317,18,3,SpectrumUtils
317,18,4,EDSDetector
317,18,5,Element
317,18,6,BetheElectronEnergyLoss
317,18,7,LitReference
317,18,8,Riveros1993
317,18,9,MassAbsorptionCoefficient
317,18,10,XRayTransition
317,18,11,AlgorithmUser
317,18,12,CorrectionAlgorithm
317,18,13,XPP1989Ext
317,18,14,PAP1991
317,18,15,SpectrumProperties
317,18,16,QuantifyUsingSTEMinSEM
317,18,17,FilterFit
318,17,0,FilteredSpectrum
318,17,1,DerivedSpectrum
318,17,2,BaseSpectrum
318,17,3,SpectrumUtils
318,17,4,EDSDetector
318,17,5,Element
318,17,6,BetheElectronEnergyLoss
318,17,7,LitReference
318,17,8,Riveros1993
318,17,9,MassAbsorptionCoefficient
318,17,10,XRayTransition
318,17,11,AlgorithmUser
318,17,12,CorrectionAlgorithm
318,17,13,XPP1989Ext
318,17,14,SpectrumProperties
318,17,15,QuantifyUsingSTEMinSEM
318,17,16,FilterFit
319,18,0,FilteredSpectrum
319,18,1,DerivedSpectrum
319,18,2,BaseSpectrum
319,18,3,SpectrumUtils
319,18,4,EDSDetector
319,18,5,Element
319,18,6,BetheElectronEnergyLoss
319,18,7,LitReference
319,18,8,Riveros1993
319,18,9,MassAbsorptionCoefficient
319,18,10,XRayTransition
319,18,11,AlgorithmUser
319,18,12,CorrectionAlgorithm
319,18,13,Armstrong1982Correction
319,18,14,Armstrong1982Base
319,18,15,SpectrumProperties
319,18,16,QuantifyUsingSTEMinSEM
319,18,17,FilterFit
320,18,0,FilteredSpectrum
320,18,1,DerivedSpectrum
320,18,2,BaseSpectrum
320,18,3,SpectrumUtils
320,18,4,EDSDetector
320,18,5,Element
320,18,6,BetheElectronEnergyLoss
320,18,7,LitReference
320,18,8,Riveros1993
320,18,9,MassAbsorptionCoefficient
320,18,10,XRayTransition
320,18,11,AlgorithmUser
320,18,12,CorrectionAlgorithm
320,18,13,Armstrong1982ParticleCorrection
320,18,14,Armstrong1982Base
320,18,15,SpectrumProperties
320,18,16,QuantifyUsingSTEMinSEM
320,18,17,FilterFit
321,19,0,FilteredSpectrum
321,19,1,DerivedSpectrum
321,19,2,BaseSpectrum
321,19,3,SpectrumUtils
321,19,4,EDSDetector
321,19,5,Element
321,19,6,BetheElectronEnergyLoss
321,19,7,LitReference
321,19,8,Riveros1993
321,19,9,MassAbsorptionCoefficient
321,19,10,XRayTransition
321,19,11,AlgorithmUser
321,19,12,CorrectionAlgorithm
321,19,13,Armstrong1982ParticleCorrection
321,19,14,Armstrong1982Correction
321,19,15,Armstrong1982Base
321,19,16,SpectrumProperties
321,19,17,QuantifyUsingSTEMinSEM
321,19,18,FilterFit
322,17,0,FilteredSpectrum
322,17,1,DerivedSpectrum
322,17,2,BaseSpectrum
322,17,3,SpectrumUtils
322,17,4,EDSDetector
322,17,5,Element
322,17,6,BetheElectronEnergyLoss
322,17,7,LitReference
322,17,8,Riveros1993
322,17,9,MassAbsorptionCoefficient
322,17,10,XRayTransition
322,17,11,AlgorithmUser
322,17,12,CorrectionAlgorithm
322,17,13,Armstrong1982ParticleCorrection
322,17,14,SpectrumProperties
322,17,15,QuantifyUsingSTEMinSEM
322,17,16,FilterFit
323,16,0,FilteredSpectrum
323,16,1,DerivedSpectrum
323,16,2,BaseSpectrum
323,16,3,SpectrumUtils
323,16,4,EDSDetector
323,16,5,Element
323,16,6,BetheElectronEnergyLoss
323,16,7,LitReference
323,16,8,Riveros1993
323,16,9,MassAbsorptionCoefficient
323,16,10,Composition
323,16,11,AlgorithmUser
323,16,12,CorrectionAlgorithm
323,16,13,SpectrumProperties
323,16,14,QuantifyUsingSTEMinSEM
323,16,15,FilterFit
324,17,0,FilteredSpectrum
324,17,1,DerivedSpectrum
324,17,2,BaseSpectrum
324,17,3,SpectrumUtils
324,17,4,EDSDetector
324,17,5,Element
324,17,6,BetheElectronEnergyLoss
324,17,7,LitReference
324,17,8,Riveros1993
324,17,9,MassAbsorptionCoefficient
324,17,10,Composition
324,17,11,AlgorithmUser
324,17,12,CorrectionAlgorithm
324,17,13,Fluorescence
324,17,14,SpectrumProperties
324,17,15,QuantifyUsingSTEMinSEM
324,17,16,FilterFit
325,17,0,FilteredSpectrum
325,17,1,DerivedSpectrum
325,17,2,BaseSpectrum
325,17,3,SpectrumUtils
325,17,4,EDSDetector
325,17,5,Element
325,17,6,BetheElectronEnergyLoss
325,17,7,LitReference
325,17,8,Riveros1993
325,17,9,MassAbsorptionCoefficient
325,17,10,Composition
325,17,11,AlgorithmUser
325,17,12,CorrectionAlgorithm
325,17,13,PAP1991
325,17,14,SpectrumProperties
325,17,15,QuantifyUsingSTEMinSEM
325,17,16,FilterFit
326,17,0,FilteredSpectrum
326,17,1,DerivedSpectrum
326,17,2,BaseSpectrum
326,17,3,SpectrumUtils
326,17,4,EDSDetector
326,17,5,Element
326,17,6,BetheElectronEnergyLoss
326,17,7,LitReference
326,17,8,Riveros1993
326,17,9,MassAbsorptionCoefficient
326,17,10,Composition
326,17,11,AlgorithmUser
326,17,12,CorrectionAlgorithm
326,17,13,XPP1991
326,17,14,SpectrumProperties
326,17,15,QuantifyUsingSTEMinSEM
326,17,16,FilterFit
327,18,0,FilteredSpectrum
327,18,1,DerivedSpectrum
327,18,2,BaseSpectrum
327,18,3,SpectrumUtils
327,18,4,EDSDetector
327,18,5,Element
327,18,6,BetheElectronEnergyLoss
327,18,7,LitReference
327,18,8,Riveros1993
327,18,9,MassAbsorptionCoefficient
327,18,10,Composition
327,18,11,AlgorithmUser
327,18,12,CorrectionAlgorithm
327,18,13,XPP1991
327,18,14,PAP1991
327,18,15,SpectrumProperties
327,18,16,QuantifyUsingSTEMinSEM
327,18,17,FilterFit
328,18,0,FilteredSpectrum
328,18,1,DerivedSpectrum
328,18,2,BaseSpectrum
328,18,3,SpectrumUtils
328,18,4,EDSDetector
328,18,5,Element
328,18,6,BetheElectronEnergyLoss
328,18,7,LitReference
328,18,8,Riveros1993
328,18,9,MassAbsorptionCoefficient
328,18,10,Composition
328,18,11,AlgorithmUser
328,18,12,CorrectionAlgorithm
328,18,13,XPP1989Ext
328,18,14,XPP1991
328,18,15,SpectrumProperties
328,18,16,QuantifyUsingSTEMinSEM
328,18,17,FilterFit
329,19,0,FilteredSpectrum
329,19,1,DerivedSpectrum
329,19,2,BaseSpectrum
329,19,3,SpectrumUtils
329,19,4,EDSDetector
329,19,5,Element
329,19,6,BetheElectronEnergyLoss
329,19,7,LitReference
329,19,8,Riveros1993
329,19,9,MassAbsorptionCoefficient
329,19,10,Composition
329,19,11,AlgorithmUser
329,19,12,CorrectionAlgorithm
329,19,13,XPP1989Ext
329,19,14,XPP1991
329,19,15,PAP1991
329,19,16,SpectrumProperties
329,19,17,QuantifyUsingSTEMinSEM
329,19,18,FilterFit
330,18,0,FilteredSpectrum
330,18,1,DerivedSpectrum
330,18,2,BaseSpectrum
330,18,3,SpectrumUtils
330,18,4,EDSDetector
330,18,5,Element
330,18,6,BetheElectronEnergyLoss
330,18,7,LitReference
330,18,8,Riveros1993
330,18,9,MassAbsorptionCoefficient
330,18,10,Composition
330,18,11,AlgorithmUser
330,18,12,CorrectionAlgorithm
330,18,13,XPP1989Ext
330,18,14,PAP1991
330,18,15,SpectrumProperties
330,18,16,QuantifyUsingSTEMinSEM
330,18,17,FilterFit
331,17,0,FilteredSpectrum
331,17,1,DerivedSpectrum
331,17,2,BaseSpectrum
331,17,3,SpectrumUtils
331,17,4,EDSDetector
331,17,5,Element
331,17,6,BetheElectronEnergyLoss
331,17,7,LitReference
331,17,8,Riveros1993
331,17,9,MassAbsorptionCoefficient
331,17,10,Composition
331,17,11,AlgorithmUser
331,17,12,CorrectionAlgorithm
331,17,13,XPP1989Ext
331,17,14,SpectrumProperties
331,17,15,QuantifyUsingSTEMinSEM
331,17,16,FilterFit
332,18,0,FilteredSpectrum
332,18,1,DerivedSpectrum
332,18,2,BaseSpectrum
332,18,3,SpectrumUtils
332,18,4,EDSDetector
332,18,5,Element
332,18,6,BetheElectronEnergyLoss
332,18,7,LitReference
332,18,8,Riveros1993
332,18,9,MassAbsorptionCoefficient
332,18,10,Composition
332,18,11,AlgorithmUser
332,18,12,CorrectionAlgorithm
332,18,13,Armstrong1982Correction
332,18,14,Armstrong1982Base
332,18,15,SpectrumProperties
332,18,16,QuantifyUsingSTEMinSEM
332,18,17,FilterFit
333,18,0,FilteredSpectrum
333,18,1,DerivedSpectrum
333,18,2,BaseSpectrum
333,18,3,SpectrumUtils
333,18,4,EDSDetector
333,18,5,Element
333,18,6,BetheElectronEnergyLoss
333,18,7,LitReference
333,18,8,Riveros1993
333,18,9,MassAbsorptionCoefficient
333,18,10,Composition
333,18,11,AlgorithmUser
333,18,12,CorrectionAlgorithm
333,18,13,Armstrong1982ParticleCorrection
333,18,14,Armstrong1982Base
333,18,15,SpectrumProperties
333,18,16,QuantifyUsingSTEMinSEM
333,18,17,FilterFit
334,19,0,FilteredSpectrum
334,19,1,DerivedSpectrum
334,19,2,BaseSpectrum
334,19,3,SpectrumUtils
334,19,4,EDSDetector
334,19,5,Element
334,19,6,BetheElectronEnergyLoss
334,19,7,LitReference
334,19,8,Riveros1993
334,19,9,MassAbsorptionCoefficient
334,19,10,Composition
334,19,11,AlgorithmUser
334,19,12,CorrectionAlgorithm
334,19,13,Armstrong1982ParticleCorrection
334,19,14,Armstrong1982Correction
334,19,15,Armstrong1982Base
334,19,16,SpectrumProperties
334,19,17,QuantifyUsingSTEMinSEM
334,19,18,FilterFit
335,17,0,FilteredSpectrum
335,17,1,DerivedSpectrum
335,17,2,BaseSpectrum
335,17,3,SpectrumUtils
335,17,4,EDSDetector
335,17,5,Element
335,17,6,BetheElectronEnergyLoss
335,17,7,LitReference
335,17,8,Riveros1993
335,17,9,MassAbsorptionCoefficient
335,17,10,Composition
335,17,11,AlgorithmUser
335,17,12,CorrectionAlgorithm
335,17,13,Armstrong1982ParticleCorrection
335,17,14,SpectrumProperties
335,17,15,QuantifyUsingSTEMinSEM
335,17,16,FilterFit
336,14,0,FilteredSpectrum
336,14,1,DerivedSpectrum
336,14,2,BaseSpectrum
336,14,3,SpectrumUtils
336,14,4,EDSDetector
336,14,5,Element
336,14,6,BetheElectronEnergyLoss
336,14,7,MeanIonizationPotential
336,14,8,AlgorithmClass
336,14,9,AlgorithmUser
336,14,10,CorrectionAlgorithm
336,14,11,SpectrumProperties
336,14,12,QuantifyUsingSTEMinSEM
336,14,13,FilterFit
337,15,0,FilteredSpectrum
337,15,1,DerivedSpectrum
337,15,2,BaseSpectrum
337,15,3,SpectrumUtils
337,15,4,EDSDetector
337,15,5,Element
337,15,6,BetheElectronEnergyLoss
337,15,7,MeanIonizationPotential
337,15,8,AlgorithmClass
337,15,9,AlgorithmUser
337,15,10,CorrectionAlgorithm
337,15,11,Fluorescence
337,15,12,SpectrumProperties
337,15,13,QuantifyUsingSTEMinSEM
337,15,14,FilterFit
338,15,0,FilteredSpectrum
338,15,1,DerivedSpectrum
338,15,2,BaseSpectrum
338,15,3,SpectrumUtils
338,15,4,EDSDetector
338,15,5,Element
338,15,6,BetheElectronEnergyLoss
338,15,7,MeanIonizationPotential
338,15,8,AlgorithmClass
338,15,9,AlgorithmUser
338,15,10,CorrectionAlgorithm
338,15,11,PAP1991
338,15,12,SpectrumProperties
338,15,13,QuantifyUsingSTEMinSEM
338,15,14,FilterFit
339,15,0,FilteredSpectrum
339,15,1,DerivedSpectrum
339,15,2,BaseSpectrum
339,15,3,SpectrumUtils
339,15,4,EDSDetector
339,15,5,Element
339,15,6,BetheElectronEnergyLoss
339,15,7,MeanIonizationPotential
339,15,8,AlgorithmClass
339,15,9,AlgorithmUser
339,15,10,CorrectionAlgorithm
339,15,11,XPP1991
339,15,12,SpectrumProperties
339,15,13,QuantifyUsingSTEMinSEM
339,15,14,FilterFit
340,16,0,FilteredSpectrum
340,16,1,DerivedSpectrum
340,16,2,BaseSpectrum
340,16,3,SpectrumUtils
340,16,4,EDSDetector
340,16,5,Element
340,16,6,BetheElectronEnergyLoss
340,16,7,MeanIonizationPotential
340,16,8,AlgorithmClass
340,16,9,AlgorithmUser
340,16,10,CorrectionAlgorithm
340,16,11,XPP1991
340,16,12,PAP1991
340,16,13,SpectrumProperties
340,16,14,QuantifyUsingSTEMinSEM
340,16,15,FilterFit
341,16,0,FilteredSpectrum
341,16,1,DerivedSpectrum
341,16,2,BaseSpectrum
341,16,3,SpectrumUtils
341,16,4,EDSDetector
341,16,5,Element
341,16,6,BetheElectronEnergyLoss
341,16,7,MeanIonizationPotential
341,16,8,AlgorithmClass
341,16,9,AlgorithmUser
341,16,10,CorrectionAlgorithm
341,16,11,XPP1989Ext
341,16,12,XPP1991
341,16,13,SpectrumProperties
341,16,14,QuantifyUsingSTEMinSEM
341,16,15,FilterFit
342,17,0,FilteredSpectrum
342,17,1,DerivedSpectrum
342,17,2,BaseSpectrum
342,17,3,SpectrumUtils
342,17,4,EDSDetector
342,17,5,Element
342,17,6,BetheElectronEnergyLoss
342,17,7,MeanIonizationPotential
342,17,8,AlgorithmClass
342,17,9,AlgorithmUser
342,17,10,CorrectionAlgorithm
342,17,11,XPP1989Ext
342,17,12,XPP1991
342,17,13,PAP1991
342,17,14,SpectrumProperties
342,17,15,QuantifyUsingSTEMinSEM
342,17,16,FilterFit
343,16,0,FilteredSpectrum
343,16,1,DerivedSpectrum
343,16,2,BaseSpectrum
343,16,3,SpectrumUtils
343,16,4,EDSDetector
343,16,5,Element
343,16,6,BetheElectronEnergyLoss
343,16,7,MeanIonizationPotential
343,16,8,AlgorithmClass
343,16,9,AlgorithmUser
343,16,10,CorrectionAlgorithm
343,16,11,XPP1989Ext
343,16,12,PAP1991
343,16,13,SpectrumProperties
343,16,14,QuantifyUsingSTEMinSEM
343,16,15,FilterFit
344,15,0,FilteredSpectrum
344,15,1,DerivedSpectrum
344,15,2,BaseSpectrum
344,15,3,SpectrumUtils
344,15,4,EDSDetector
344,15,5,Element
344,15,6,BetheElectronEnergyLoss
344,15,7,MeanIonizationPotential
344,15,8,AlgorithmClass
344,15,9,AlgorithmUser
344,15,10,CorrectionAlgorithm
344,15,11,XPP1989Ext
344,15,12,SpectrumProperties
344,15,13,QuantifyUsingSTEMinSEM
344,15,14,FilterFit
345,16,0,FilteredSpectrum
345,16,1,DerivedSpectrum
345,16,2,BaseSpectrum
345,16,3,SpectrumUtils
345,16,4,EDSDetector
345,16,5,Element
345,16,6,BetheElectronEnergyLoss
345,16,7,MeanIonizationPotential
345,16,8,AlgorithmClass
345,16,9,AlgorithmUser
345,16,10,CorrectionAlgorithm
345,16,11,Armstrong1982Correction
345,16,12,Armstrong1982Base
345,16,13,SpectrumProperties
345,16,14,QuantifyUsingSTEMinSEM
345,16,15,FilterFit
346,16,0,FilteredSpectrum
346,16,1,DerivedSpectrum
346,16,2,BaseSpectrum
346,16,3,SpectrumUtils
346,16,4,EDSDetector
346,16,5,Element
346,16,6,BetheElectronEnergyLoss
346,16,7,MeanIonizationPotential
346,16,8,AlgorithmClass
346,16,9,AlgorithmUser
346,16,10,CorrectionAlgorithm
346,16,11,Armstrong1982ParticleCorrection
346,16,12,Armstrong1982Base
346,16,13,SpectrumProperties
346,16,14,QuantifyUsingSTEMinSEM
346,16,15,FilterFit
347,17,0,FilteredSpectrum
347,17,1,DerivedSpectrum
347,17,2,BaseSpectrum
347,17,3,SpectrumUtils
347,17,4,EDSDetector
347,17,5,Element
347,17,6,BetheElectronEnergyLoss
347,17,7,MeanIonizationPotential
347,17,8,AlgorithmClass
347,17,9,AlgorithmUser
347,17,10,CorrectionAlgorithm
347,17,11,Armstrong1982ParticleCorrection
347,17,12,Armstrong1982Correction
347,17,13,Armstrong1982Base
347,17,14,SpectrumProperties
347,17,15,QuantifyUsingSTEMinSEM
347,17,16,FilterFit
348,15,0,FilteredSpectrum
348,15,1,DerivedSpectrum
348,15,2,BaseSpectrum
348,15,3,SpectrumUtils
348,15,4,EDSDetector
348,15,5,Element
348,15,6,BetheElectronEnergyLoss
348,15,7,MeanIonizationPotential
348,15,8,AlgorithmClass
348,15,9,AlgorithmUser
348,15,10,CorrectionAlgorithm
348,15,11,Armstrong1982ParticleCorrection
348,15,12,SpectrumProperties
348,15,13,QuantifyUsingSTEMinSEM
348,15,14,FilterFit
349,17,0,FilteredSpectrum
349,17,1,DerivedSpectrum
349,17,2,BaseSpectrum
349,17,3,SpectrumUtils
349,17,4,EDSDetector
349,17,5,Element
349,17,6,BetheElectronEnergyLoss
349,17,7,MeanIonizationPotential
349,17,8,AlgorithmClass
349,17,9,LitReference
349,17,10,Riveros1993
349,17,11,Composition
349,17,12,AlgorithmUser
349,17,13,CorrectionAlgorithm
349,17,14,SpectrumProperties
349,17,15,QuantifyUsingSTEMinSEM
349,17,16,FilterFit
350,18,0,FilteredSpectrum
350,18,1,DerivedSpectrum
350,18,2,BaseSpectrum
350,18,3,SpectrumUtils
350,18,4,EDSDetector
350,18,5,Element
350,18,6,BetheElectronEnergyLoss
350,18,7,MeanIonizationPotential
350,18,8,AlgorithmClass
350,18,9,LitReference
350,18,10,Riveros1993
350,18,11,Composition
350,18,12,AlgorithmUser
350,18,13,CorrectionAlgorithm
350,18,14,Fluorescence
